1054	7.000005029
1055	7.000005102
1056	7.000005177
1057	7.000005252
1058	7.000005329
1059	7.000005406
1060	7.000005485
1061	7.000005564
1062	7.000005644
1063	7.000005726
1064	7.000005808
1065	7.000005892
1066	7.000005976
1067	7.000006062
1068	7.000006148
1069	7.000006236
1070	7.000006325
1071	7.000006415
1072	7.000006505
1073	7.000006598
1074	7.000006691
1075	7.000006785
1076	7.000006881
1077	7.000006977
1078	7.000007075
1079	7.000007174
1080	7.000007274
1081	7.000007376
1082	7.000007479
1083	7.000007583
1084	7.000007688
1085	7.000007794
1086	7.000007902
1087	7.000008011
1088	7.000008121
1089	7.000008233
1090	7.000008346
1091	7.00000846
1092	7.000008576
1093	7.000008693
1094	7.000008811
1095	7.000008931
1096	7.000009052
1097	7.000009175
1098	7.000009299
1099	7.000009425
1100	7.000009552
1101	7.00000968
1102	7.00000981
1103	7.000009942
1104	7.000010075
1105	7.000010209
1106	7.000010345
1107	7.000010483
1108	7.000010622
1109	7.000010763
1110	7.000010906
1111	7.00001105
1112	7.000011195
1113	7.000011343
1114	7.000011492
1115	7.000011643
1116	7.000011795
1117	7.000011949
1118	7.000012105
1119	7.000012263
1120	7.000012422
1121	7.000012584
1122	7.000012747
1123	7.000012912
1124	7.000013078
1125	7.000013247
1126	7.000013417
1127	7.00001359
1128	7.000013764
1129	7.00001394
1130	7.000014118
1131	7.000014298
1132	7.00001448
1133	7.000014665
1134	7.000014851
1135	7.000015039
1136	7.000015229
1137	7.000015421
1138	7.000015615
1139	7.000015812
1140	7.00001601
1141	7.000016211
1142	7.000016414
1143	7.000016619
1144	7.000016826
1145	7.000017036
1146	7.000017247
1147	7.000017461
1148	7.000017678
1149	7.000017896
1150	7.000018117
1151	7.00001834
1152	7.000018566
1153	7.000018794
1154	7.000019024
1155	7.000019257
1156	7.000019492
1157	7.00001973
1158	7.00001997
1159	7.000020213
1160	7.000020458
1161	7.000020706
1162	7.000020956
1163	7.000021209
1164	7.000021465
1165	7.000021723
1166	7.000021984
1167	7.000022248
1168	7.000022514
1169	7.000022783
1170	7.000023055
1171	7.000023329
1172	7.000023607
1173	7.000023887
1174	7.00002417
1175	7.000024456
1176	7.000024745
1177	7.000025036
1178	7.000025331
1179	7.000025629
1180	7.000025929
1181	7.000026233
1182	7.00002654
1183	7.000026849
1184	7.000027162
1185	7.000027478
1186	7.000027797
1187	7.00002812
1188	7.000028445
1189	7.000028774
1190	7.000029106
1191	7.000029441
1192	7.00002978
1193	7.000030121
1194	7.000030467
1195	7.000030815
1196	7.000031167
1197	7.000031523
1198	7.000031882
1199	7.000032244
1200	7.00003261
1201	7.000032979
1202	7.000033352
1203	7.000033729
1204	7.000034109
1205	7.000034493
1206	7.000034881
1207	7.000035272
1208	7.000035667
1209	7.000036066
1210	7.000036468
1211	7.000036875
1212	7.000037285
1213	7.000037699
1214	7.000038118
1215	7.00003854
1216	7.000038966
1217	7.000039396
1218	7.00003983
1219	7.000040268
1220	7.00004071
1221	7.000041157
1222	7.000041607
1223	7.000042062
1224	7.000042521
1225	7.000042984
1226	7.000043452
1227	7.000043924
1228	7.0000444
1229	7.000044881
1230	7.000045366
1231	7.000045856
1232	7.00004635
